Source Account,Text,Date,Compound Score,Positive Score,Neutral Score,Negative Score,Tweets Ago
@CBSNews,Missing boys soccer team in Thailand believed to be trapped in flooded cave https://t.co/9WZ7gRSLY6 https://t.co/IOAw2fdJD4,Wed Jun 27 08:18:03 +0000 2018,-0.6808,0.0,0.699,0.301,33
@CBSNews,"""It was meant to happen"": Routine traffic stop in New Jersey leads to unlikely reunion https://t.co/yHDuABju64 https://t.co/NRa8shJBt5",Wed Jun 27 08:03:04 +0000 2018,-0.296,0.0,0.879,0.121,34
@CBSNews,These U.S. industries can't work without illegal immigrants https://t.co/LRJ75lMCYI https://t.co/NaVuhzvcxh,Wed Jun 27 07:48:17 +0000 2018,-0.345,0.0,0.788,0.212,35
@CBSNews,"Tyler Hilinski, Washington State football player, had brain damage at time of suicide https://t.co/xyMsBbtrT4 https://t.co/xQqS2sfi3s",Wed Jun 27 07:33:03 +0000 2018,-0.8271,0.0,0.628,0.372,36
@CBSNews,Experts say U.S. among 10 most dangerous nations for women https://t.co/dOUwl1OSID https://t.co/bnyD106mnl,Wed Jun 27 07:18:03 +0000 2018,-0.5256,0.0,0.764,0.236,37
@CBSNews,Prosecutors to get more than 4 million files from Michael Cohen https://t.co/3rMCMjUucf https://t.co/V5z7tPVuiY,Wed Jun 27 07:03:03 +0000 2018,0.0,0.0,1.0,0.0,38
@CBSNews,"Sheriff: New Zealand man invades Virginia home of girl he met online, is shot by her mother https://t.co/tReAzar3Hc https://t.co/M2bk6oMTc8",Wed Jun 27 06:48:03 +0000 2018,0.0,0.0,1.0,0.0,39
@CBSNews,Man wandering tarmac at Atlanta airport taken into custody https://t.co/N5wNJhkZDx https://t.co/VUF8OZbGmt,Wed Jun 27 06:33:03 +0000 2018,0.0,0.0,1.0,0.0,40
@CBSNews,"Newborn found alive, abandoned near dumpster in north Texas https://t.co/zfmpxZt5P9 https://t.co/klah2j7fen",Wed Jun 27 06:18:04 +0000 2018,-0.25,0.171,0.526,0.303,41
@CBSNews,Body found in house of N.Y. Giants' Janoris Jenkins https://t.co/qeVxceJMCo https://t.co/aAgXkrSTRz,Wed Jun 27 06:03:05 +0000 2018,0.0,0.0,1.0,0.0,42
@CBSNews,Red Hen restaurants everywhere feel ramifications of Sanders incident https://t.co/uwqpruVpil https://t.co/sRdNkqu4ny,Wed Jun 27 05:48:04 +0000 2018,0.0,0.0,1.0,0.0,43
@CBSNews,Sarah Sanders to receive temporary Secret Service protection at home https://t.co/hNQZMIw2Et https://t.co/yToLQkZgCm,Wed Jun 27 05:33:03 +0000 2018,0.0,0.0,1.0,0.0,44
@CBSNews,"Families earning $117,000 now qualify as ""low income"" in California's Bay Area https://t.co/lBWJGzmtk7 https://t.co/uTV1NuPxvg",Wed Jun 27 05:18:04 +0000 2018,-0.2732,0.0,0.861,0.139,45
@CBSNews,"2018 World Cup: Scores, results and standings – live updates https://t.co/AP7HnGquXM https://t.co/JrbAFyqZpl",Wed Jun 27 05:03:03 +0000 2018,0.0,0.0,1.0,0.0,46
@CBSNews,"First-time candidate Alexandria Ocasio-Cortez on Tuesday defeated Joe Crowley, one of the most powerful Democrats i… https://t.co/2NGxKOvxXD",Wed Jun 27 04:55:02 +0000 2018,-0.0018,0.146,0.708,0.146,47
@CBSNews,Bronx teen reportedly killed over sex tape in apparent case of mistaken identity https://t.co/bGZ8RBuYCE https://t.co/7YSL1D6JIW,Wed Jun 27 04:48:03 +0000 2018,-0.7906,0.0,0.65,0.35,48
@CBSNews,BREAKING: A federal judge ordered that families separated at the border be reunited within 30 days… https://t.co/BAEcG55Uaa,Wed Jun 27 04:40:14 +0000 2018,0.0,0.0,1.0,0.0,49
@CBSNews,World War II hero Garlin Murl Conner's widow remembers his extraordinary life https://t.co/Ib4J4gqEHz https://t.co/YLc0hyRgbt,Wed Jun 27 04:33:05 +0000 2018,-0.0772,0.185,0.615,0.2,50
@CBSNews,Popular DJ accused of killing elementary school teacher in 1992 https://t.co/gv2d5bnSHT https://t.co/9JaWhG23cg,Wed Jun 27 04:18:03 +0000 2018,-0.5859,0.152,0.489,0.359,51
@CBSNews,8th arrest in fatal stabbing of Bronx teenager outside bodega https://t.co/k83hH5jVhW https://t.co/16PzswZKUJ,Wed Jun 27 04:03:03 +0000 2018,-0.7096,0.0,0.629,0.371,52
@CBSNews,Missing boys soccer team in Thailand believed to be trapped in flooded cave https://t.co/0HwtDmNtVy https://t.co/QFCEYNmLAx,Wed Jun 27 03:48:03 +0000 2018,-0.6808,0.0,0.699,0.301,53
@CBSNews,The U.S. National debt is at its highest level since after WWII https://t.co/9h5dAMYgYd https://t.co/UhGtDA9z8w,Wed Jun 27 03:39:36 +0000 2018,-0.3612,0.0,0.839,0.161,54
@CBSNews,Sheriff's sergeant treated after finding fentanyl-laced flyer on her car https://t.co/wfdrD8jTcO https://t.co/ltFQeIUhan,Wed Jun 27 03:33:03 +0000 2018,0.0,0.0,1.0,0.0,55
@CBSNews,Second shooting at California state park where dad was killed while camping with daughters https://t.co/8a389HtN1a https://t.co/2RiHSIl6uL,Wed Jun 27 03:18:04 +0000 2018,-0.6705,0.0,0.769,0.231,56
@CBSNews,"Harley-Davidson vs. Trump: Who's right, who's wrong in president's latest trade fight https://t.co/XzTFjaI7W8 https://t.co/vsKTRVDThw",Wed Jun 27 03:03:03 +0000 2018,-0.6908,0.0,0.678,0.322,57
@CBSNews,Former Massachusetts Governor Mitt Romney wins Utah GOP Senate nomination https://t.co/aP8bXEHrl2 https://t.co/5ZcgahvUEG,Wed Jun 27 02:48:09 +0000 2018,0.5719,0.252,0.748,0.0,58
@CBSNews,"Before first-time candidate Alexandria Ocasio-Cortez won the New York Democratic primary in a stunning upset,… https://t.co/uavMk2yexI",Wed Jun 27 02:42:38 +0000 2018,0.743,0.326,0.674,0.0,59
@CBSNews,Rattlesnake hiding in a toddler's toys bites the 1-year-old boy outside his home in Texas https://t.co/d51S1iquC8 https://t.co/lPPq3MfbuE,Wed Jun 27 02:39:42 +0000 2018,-0.296,0.0,0.872,0.128,60
@CBSNews,"During a news conference with Brazil's president, Vice President Mike Pence had a message for migrants trying to en… https://t.co/PO8V0Agiwn",Wed Jun 27 02:20:33 +0000 2018,0.0,0.0,1.0,0.0,61
@CBSNews,"Shocking upset in New York Primary: Rep. Joe Crowley, one of the most powerful Democrats in the House, has been def… https://t.co/gChZRqGPZq",Wed Jun 27 02:13:57 +0000 2018,-0.2975,0.113,0.694,0.193,62
@CBSNews,"BREAKING: Former congressman Michael Grimm, who went to prison for tax fraud, concedes to Dan Donovan, New York Cit… https://t.co/66FlGg4Pjr",Wed Jun 27 02:05:56 +0000 2018,-0.7964,0.0,0.717,0.283,63
@CBSNews,"""Why don't you leave my husband alone?"": Elaine Chao responds to protesters confronting husband Sen. Mitch McConnel… https://t.co/bBvP1iDFsC",Wed Jun 27 02:00:03 +0000 2018,-0.3296,0.058,0.763,0.178,64
@CBSNews,RT @CBSThisMorning: TOMORROW: A former employee at Cambridge Analytica tells @CBSNews she's offering to help government investigators who a…,Wed Jun 27 01:43:58 +0000 2018,0.4019,0.137,0.863,0.0,65
@CBSNews,Trump-backed Henry McMaster wins GOP runoff in South Carolina https://t.co/lQUIKubZf1 https://t.co/oFsX6hkcWc,Wed Jun 27 01:25:13 +0000 2018,0.5719,0.27,0.73,0.0,66
@CBSNews,"""There's no place for this."" House Speaker Ryan called on Rep. Waters to apologize for urging her supporters to pub… https://t.co/VAxae20BZB",Wed Jun 27 01:20:02 +0000 2018,0.2732,0.176,0.735,0.09,67
@CBSNews,New research in an experimental treatment shows promising results in the fight against an aggressive type of brain… https://t.co/ooFbq8tLEi,Wed Jun 27 01:00:02 +0000 2018,-0.128,0.118,0.699,0.183,68
@CBSNews,"The new IRS Form 1040 may be smaller, but is it less complicated? https://t.co/dIsODlszhO https://t.co/Jq4PM64gKS",Wed Jun 27 00:39:52 +0000 2018,0.0,0.0,1.0,0.0,69
@CBSNews,"A ""Hello Kitty"" bullet train is set to debut in Japan this week, making commuters' trips a bit more adorable… https://t.co/vi2b4x5y1Z",Wed Jun 27 00:19:35 +0000 2018,0.0,0.0,1.0,0.0,70
@CBSNews,Evening News: Jeff Glor meets with a group of California voters from different sides of the political spectrum to g… https://t.co/4Jmf3z2fFq,Wed Jun 27 00:00:02 +0000 2018,0.0,0.0,1.0,0.0,71
@CBSNews,"In San Francisco, a six-digit salary can mean you qualify as a low-income resident https://t.co/8kPxm8N2kZ https://t.co/vsWWLTDZl0",Tue Jun 26 23:39:49 +0000 2018,0.0,0.0,1.0,0.0,72
@CBSNews,Cellphone video shows moment a passenger became enraged after her flight made an emergency landing in Minnesota… https://t.co/weG2QB2bY2,Tue Jun 26 23:20:31 +0000 2018,-0.6486,0.0,0.739,0.261,73
@CBSNews,"UPDATE: One person was killed and 12 others were injured during an explosion at a hospital in Gatesville, Texas, au… https://t.co/Kl5eu1AqS4",Tue Jun 26 23:09:03 +0000 2018,-0.802,0.0,0.714,0.286,74
@CBSNews,"An American hero received the highest military award today. 

1st Lt. Garlin Conner's story was largely unknown unt… https://t.co/dmIMmyrT8W",Tue Jun 26 23:01:54 +0000 2018,0.7964,0.295,0.705,0.0,75
@CBSNews,Polls are closing soon in several states holding primaries on Tuesday. Follow our live blog for updates:… https://t.co/l4i7yVu9m6,Tue Jun 26 23:00:45 +0000 2018,0.0,0.0,1.0,0.0,76
@CBSNews,"In San Francisco, the housing market is red hot and quickly getting out of reach for many. A report says the median… https://t.co/hJpgfAyQOR",Tue Jun 26 22:52:15 +0000 2018,0.0258,0.05,0.95,0.0,77
@CBSNews,Encouraging news in the fight against an aggressive type of brain cancer. New research shows an experimental treatm… https://t.co/0oBOdpAuEZ,Tue Jun 26 22:48:20 +0000 2018,-0.6369,0.126,0.556,0.319,78
@CBSNews,"Fire crews in northern California are struggling to contain the massive Pawnee Fire. 

Mark Strassmann reports from… https://t.co/WEfiEMcAWT",Tue Jun 26 22:46:40 +0000 2018,-0.765,0.0,0.664,0.336,79
@CBSNews,"An explosion at a hospital outside Waco, Texas, left several people injured.

@DavidBegnaud has the latest:… https://t.co/fCQgZdzUQB",Tue Jun 26 22:44:17 +0000 2018,-0.4019,0.0,0.847,0.153,80
@CBSNews,".@jeffglor sat down with a group of voters in California. Three identify as liberals, three as conservatives. 

We… https://t.co/YAsSEBoguQ",Tue Jun 26 22:41:43 +0000 2018,0.0,0.0,1.0,0.0,81
@CBSNews,"""[Supreme Court] Justice Kennedy has said privately that he is considering retirement, but the question is: When? E… https://t.co/L4MBhxXMBy",Tue Jun 26 22:39:13 +0000 2018,0.296,0.109,0.891,0.0,82
@CBSNews,"In a landmark ruling, the Supreme Court upheld its newest version of the travel ban, giving the president a large l… https://t.co/VxWJC5Sedl",Tue Jun 26 22:36:30 +0000 2018,0.4019,0.271,0.595,0.134,83
@CBSNews,Bank of America allegedly is neglecting basic upkeep of foreclosed homes in black and Latino neighborhoods in 37 ci… https://t.co/XG17Tjq3AU,Tue Jun 26 22:17:01 +0000 2018,-0.4019,0.0,0.876,0.124,84
@CBSNews,"The NYPD made an eighth arrest in the fatal stabbing of a Bronx teenager, who was brutally attacked outside a deli… https://t.co/JmCkzZCqOv",Tue Jun 26 22:00:58 +0000 2018,-0.9169,0.0,0.554,0.446,85
@CBSNews,"HHS official says 2,047 children who were separated from their families under  President Trump's ""zero-tolerance po… https://t.co/hGsLTac02S",Tue Jun 26 21:45:30 +0000 2018,0.0,0.0,1.0,0.0,86
@CBSNews,"In its decision to uphold the travel ban, the Supreme Court also repudiated a long-discredited ruling that stood un… https://t.co/lvMfXsnNQN",Tue Jun 26 21:30:56 +0000 2018,0.0,0.149,0.702,0.149,87
@CBSNews,"Authorities are responding to reports of a ""very large"" explosion near a hospital in Gatesville, Texas, local offic… https://t.co/8qmlgt7DO8",Tue Jun 26 21:15:44 +0000 2018,0.0,0.0,1.0,0.0,88
@CBSNews,Man opens Reese's Peanut Butter Cup and finds no peanut butter inside -- a few weeks later he got another surprise… https://t.co/6OPw4mFeV5,Tue Jun 26 20:59:56 +0000 2018,-0.296,0.0,0.901,0.099,89
@CBSNews,"Anonymous and provocative street artist Banksy appears to have left his mark on Paris, painting several new works t… https://t.co/5bfFDxHQM4",Tue Jun 26 20:44:49 +0000 2018,0.0,0.0,1.0,0.0,90
@CBSNews,"Possible explosion, partial collapse reported at hospital in Gatesville, Texas, according to CBS News affiliate… https://t.co/SruV9PapeM",Tue Jun 26 20:41:56 +0000 2018,-0.4939,0.0,0.824,0.176,91
@CBSNews,"Seventeen states, including Washington, New York and California, sued President Trump's administration in an effort… https://t.co/AZPmYQCYc4",Tue Jun 26 20:29:51 +0000 2018,0.0,0.0,1.0,0.0,92
@CBSNews,"David Lynch believes pro-Trump comments were taken out of context, says president is ""causing suffering and divisio… https://t.co/oK5mRVRKaz",Tue Jun 26 20:12:45 +0000 2018,-0.4767,0.0,0.846,0.154,93
@CBSNews,"President Trump hands Medal of Honor to World War II veteran Lt. Garlin Conner's widow, who accepted it on his beha… https://t.co/v4Rz5kHvip",Tue Jun 26 20:03:08 +0000 2018,0.5423,0.277,0.594,0.129,94
@CBSNews,"""Lieutenant Connor's courageous actions killed roughly 50 German soldiers, injured 100 more and saved so many Ameri… https://t.co/7YV6ADckiy",Tue Jun 26 19:54:38 +0000 2018,-0.1832,0.234,0.506,0.26,95
@CBSNews,"WATCH NOW: President Trump presents Medal of Honor posthumously to Army 1st Lt. Garlin Conner, a World War II veter… https://t.co/NRjWanaetP",Tue Jun 26 19:44:04 +0000 2018,0.34,0.232,0.625,0.143,96
@CBSNews,Restaurants bearing some version of the Red Hen name are trying to distance themselves from the decision by one bus… https://t.co/C2GoDwQWJo,Tue Jun 26 19:32:04 +0000 2018,0.0,0.0,1.0,0.0,97
@CBSNews,Flamingo that escaped a Kansas zoo in 2005 has been spotted in Texas https://t.co/kuFqGzK3gS https://t.co/jElF6uQ1CE,Tue Jun 26 19:09:44 +0000 2018,0.0,0.0,1.0,0.0,98
@CBSNews,"WATCH: A Kangaroo interrupted a soccer game in Australia and when he got tired of being goalie, he decided to loung… https://t.co/P43waOVnS9",Tue Jun 26 18:35:31 +0000 2018,-0.6249,0.0,0.779,0.221,99
@CBSNews,"Buzz Aldrin sues two of his children, alleging misuse of his finances and slander https://t.co/LoBCP0fCDQ https://t.co/N7AyqMRHri",Tue Jun 26 18:14:38 +0000 2018,0.0,0.0,1.0,0.0,100
@CNN,"Cocaine and heroin supplies hit record highs globally, according to new report https://t.co/umd2PebaPQ https://t.co/syzJfUEqY2",Tue Jun 26 18:01:17 +0000 2018,-0.4939,0.0,0.802,0.198,1
@CNN,Uber wins the right to keep operating in London https://t.co/dX6bTREYEK https://t.co/39UFufLznl,Tue Jun 26 17:47:07 +0000 2018,0.6115,0.285,0.715,0.0,2
@CNN,"Nearly 2 years ago, millions of people witnessed the last moments of Philando Castile’s life after he was shot by p… https://t.co/eUGQy52oZG",Tue Jun 26 17:35:56 +0000 2018,0.0,0.0,1.0,0.0,3
@CNN,"President Trump on the Supreme Court's travel ban ruling: ""A tremendous success, a tremendous victory for the Ameri… https://t.co/fLWA1fwl7J",Tue Jun 26 17:23:34 +0000 2018,0.5719,0.282,0.579,0.139,4
@CNN,"President Trump on the Supreme Court's travel ban ruling: ""A tremendous success, a tremendous victory for the Ameri… https://t.co/2SEhkmC4u4",Tue Jun 26 17:23:15 +0000 2018,0.5719,0.282,0.579,0.139,5
@CNN,World's most expensive cities for expats in 2018 revealed https://t.co/933Zq73U4h https://t.co/5JYj57rI9f,Tue Jun 26 17:16:40 +0000 2018,0.0,0.0,1.0,0.0,6
@CNN,5 takeaways from the Supreme Court's monumental ruling in support of Trump's travel ban | Analysis by Chris Cillizz… https://t.co/bZPjTROCoe,Tue Jun 26 17:05:34 +0000 2018,0.4019,0.253,0.602,0.145,7
@CNN,The Supreme Court sided Tuesday with faith-based pregnancy centers in California in a case that pitted abortion rig… https://t.co/rT5cDxl0gx,Tue Jun 26 16:54:17 +0000 2018,0.5574,0.175,0.825,0.0,8
@CNN,The 55 most over-the-top lines from Donald Trump's South Carolina speech | Analysis by Chris Cillizza… https://t.co/SAkA6HJ7jt,Tue Jun 26 16:51:27 +0000 2018,0.0,0.0,1.0,0.0,9
@CNN,Steel tariffs could force the US's largest nail manufacturer to close or move to Mexico https://t.co/OmIb7p5XRa,Tue Jun 26 16:36:45 +0000 2018,0.0,0.0,1.0,0.0,10
@CNN,Five teenagers who taunted a drowning man as they recorded his death in Florida will not face charges because by la… https://t.co/romMLKcPBb,Tue Jun 26 16:26:18 +0000 2018,-0.4742,0.073,0.769,0.158,11
@CNN,"Protesters are chanting ""No ban, no wall!"" outside the Supreme Court following the decision to uphold President Tru… https://t.co/WVkLflHiiP",Tue Jun 26 16:15:07 +0000 2018,-0.68,0.13,0.504,0.367,12
@CNN,"President Trump calls travel ban ruling ""a tremendous victory for the American People and the Constitution""… https://t.co/knAhrK7MU5",Tue Jun 26 16:05:06 +0000 2018,-0.5574,0.0,0.816,0.184,13
@CNN,Rep. Keith Ellison reacts to the travel ban ruling: “As long as [Trump] puts a very thin veneer of national securit… https://t.co/YxZVrTfThl,Tue Jun 26 15:55:00 +0000 2018,-0.5574,0.0,0.847,0.153,14
@CNN,"Cocaine and heroin supplies hit record highs globally, according to new report https://t.co/1cJr92jnZp https://t.co/ZdLcIoyCQI",Tue Jun 26 15:51:02 +0000 2018,-0.4939,0.0,0.802,0.198,15
@CNN,"House Speaker Paul Ryan called on Rep. Maxine Waters to apologize for urging opponents of Trump administration to ""… https://t.co/r6DsDfHnG9",Tue Jun 26 15:38:32 +0000 2018,0.1027,0.069,0.931,0.0,16
@CNN,"The Trump travel ban restricts entry from the following countries to varying degrees:
• Iran
• North Korea
• Syria… https://t.co/CwD0dTqgAS",Tue Jun 26 15:27:08 +0000 2018,-0.7096,0.0,0.731,0.269,17
@CNN,JUST IN: Sudan overturns death sentence for teen who killed her rapist husband https://t.co/LRWoxOdggA https://t.co/AtwcWmQgvE,Tue Jun 26 15:26:17 +0000 2018,-0.9325,0.051,0.43,0.52,18
@CNN,"""We need to reclaim our values... We're a good nation, we're a good people. And we should be setting a standard on… https://t.co/14zHoRUeBD",Tue Jun 26 15:14:41 +0000 2018,0.7003,0.244,0.756,0.0,19
@CNN,Read the Supreme Court's 5-4 ruling upholding the President's travel ban https://t.co/Xpe22vGafU https://t.co/AhKuYVzbJs,Tue Jun 26 15:00:04 +0000 2018,0.0,0.198,0.604,0.198,20
@CNN,Three key quotes from Chief Justice John Roberts' majority opinion from the travel ban ruling https://t.co/4zhSgEv1IP,Tue Jun 26 14:45:11 +0000 2018,-0.0516,0.162,0.667,0.171,21
@CNN,"This is the third version of the travel ban, which restricts entry from seven countries to varying degrees: Iran, N… https://t.co/8iilYFqARn",Tue Jun 26 14:43:46 +0000 2018,-0.7096,0.0,0.763,0.237,22
@CNN,Philippine President Rodrigo Duterte promised to mend fences with the Catholic Church in the wake of scathing comme… https://t.co/ostSSY0ytk,Tue Jun 26 14:35:06 +0000 2018,0.3612,0.122,0.878,0.0,23
@CNN,BREAKING: The Supreme Court has upheld President Trump's travel ban https://t.co/ZuB2RN6ker,Tue Jun 26 14:21:53 +0000 2018,0.0,0.222,0.556,0.222,24
@CNN,President Trump vs. Harley-Davidson: What's really going on? https://t.co/gZVzLq7079,Tue Jun 26 14:14:45 +0000 2018,0.0,0.0,1.0,0.0,25
@CNN,"Tesla is trying out an aggressive ""Mad Max"" driving mode in its prototype autopilot feature https://t.co/LgSrIqlmLB",Tue Jun 26 14:04:12 +0000 2018,-0.5859,0.0,0.745,0.255,26
@CNN,"At least 19 people were shot Monday in Chicago, where police for months have touted declining gun violence https://t.co/gX9hFCjE9E",Tue Jun 26 13:54:05 +0000 2018,-0.7717,0.0,0.675,0.325,27
@CNN,Sarah Sanders effectively threw her hands up when asked how the Trump administration was going to solve the crisis… https://t.co/5TkabIuVdD,Tue Jun 26 13:40:58 +0000 2018,0.5719,0.207,0.793,0.0,28
@CNN,CNN's Jim Acosta faced both heckling and supportive statements while covering a rally for incumbent South Carolina… https://t.co/H00a7C7rM5,Tue Jun 26 13:30:00 +0000 2018,0.296,0.121,0.879,0.0,29
@CNN,Uber's Middle East rival is recruiting Saudi women to take the wheel after a female driving ban was lifted on Sunday https://t.co/qcFdfzWkg1,Tue Jun 26 13:29:08 +0000 2018,-0.5574,0.0,0.847,0.153,30
@CNN,Voters across the US are heading to the polls for Tuesday's primaries. Here's what you need to know.… https://t.co/d9kX6wiJt8,Tue Jun 26 13:16:55 +0000 2018,0.0,0.0,1.0,0.0,31
@CNN,"As of Tuesday morning, General Electric is no longer in the Dow. Meet the new kid on the block: Walgreens https://t.co/rWaNEgF3ut",Tue Jun 26 13:05:01 +0000 2018,-0.6249,0.0,0.788,0.212,32
@CNN,"Hunted and stigmatized, some albinos in Malawi will vie for seats in elections next year https://t.co/JLww4uKKRm https://t.co/RfnhwPLb9q",Tue Jun 26 12:53:22 +0000 2018,0.0,0.0,1.0,0.0,33
@CNN,"President Trump's trade battles could escalate into a global disaster, UK Treasury chief says https://t.co/EFAphb7X9O",Tue Jun 26 12:42:31 +0000 2018,-0.7096,0.092,0.564,0.344,34
@CNN,A bipartisan report is warning American institutions about future meddling in the US democratic system following th… https://t.co/PKnXXBpNwZ,Tue Jun 26 12:31:18 +0000 2018,-0.34,0.0,0.87,0.13,35
@CNN,"Prince William's $5,500-a-night hotel suite in Jerusalem provided him with tea and silver tea strainers specially f… https://t.co/T7t5yULuRy",Tue Jun 26 12:20:12 +0000 2018,-0.0772,0.0,0.929,0.071,36
@CNN,RT @cnni: The 2018 #WorldCup is in full swing. Do you have questions about how the tournament is going so far? CNN's @alexthomascnn is with…,Tue Jun 26 12:16:35 +0000 2018,0.0,0.0,1.0,0.0,37
@CNN,"Japan's Princess Ayako announced she's marrying a non-royal, a move that will force her to renounce her royal statu… https://t.co/XUIBEItTjw",Tue Jun 26 12:08:30 +0000 2018,0.0,0.0,1.0,0.0,38
@CNN,"Catholic Church suspends priest who rapped sermons, saying ""the use of rap music is not allowed in preaching""… https://t.co/6xjDJT2kWi",Tue Jun 26 11:57:20 +0000 2018,0.0,0.0,1.0,0.0,39
@CNN,An engineered version of poliovirus improved the overall survival rate of patients with a lethal form of brain canc… https://t.co/y7BqZb2m7P,Tue Jun 26 11:43:56 +0000 2018,0.4767,0.147,0.853,0.0,40
@CNN,"General Electric is spinning off its health care business, shrinking itself even further to pay down a mountain of… https://t.co/kzCqlCiSIA",Tue Jun 26 11:39:19 +0000 2018,0.4215,0.148,0.787,0.065,41
@CNN,Australia is spending billions on unmanned spy drones https://t.co/Du5chZ0Srd https://t.co/w4lYS8ZhsG,Tue Jun 26 11:26:27 +0000 2018,0.0,0.0,1.0,0.0,42
@CNN,Could pills soon replace insulin shots for diabetes patients? Here's a look at the latest research:… https://t.co/dDI966dPHT,Tue Jun 26 11:16:12 +0000 2018,0.0,0.0,1.0,0.0,43
@CNN,"To defeat Trump in 2020, Democrats will need:
•Exciting candidates and big ideas
•First-rate ground game
•Strong fu… https://t.co/6dE1D6sdMX",Tue Jun 26 11:07:43 +0000 2018,-0.4588,0.0,0.857,0.143,44
@CNN,This 13th century illustration of a cockatoo suggests that trade off the coast of Australia was occurring much earl… https://t.co/BSelSiAB7J,Tue Jun 26 10:59:24 +0000 2018,0.0,0.0,1.0,0.0,45
@CNN,A Latino man and his mother who were doing yard work in California were verbally attacked by a woman who called the… https://t.co/Xxc2zjFr93,Tue Jun 26 10:49:37 +0000 2018,-0.4588,0.0,0.87,0.13,46
@CNN,The conservative bloc under Chief Justice John Roberts has made it plain that concerns about race discrimination si… https://t.co/JqIJzsEi4B,Tue Jun 26 10:40:06 +0000 2018,0.5267,0.159,0.841,0.0,47
@CNN,One of Canada's biggest music festivals is on pause because of a small bird and her nest of four eggs… https://t.co/aHFGwq2GSw,Tue Jun 26 10:28:14 +0000 2018,0.3612,0.116,0.884,0.0,48
@CNN,McDonald's and Starbucks are among dozens of companies caught in a crackdown on plastics in India https://t.co/NgmApTcL9a,Tue Jun 26 10:16:33 +0000 2018,0.0,0.0,1.0,0.0,49
@CNN,Rescuers continue to search a partially flooded cave complex where 12 missing boys and their soccer coach are thoug… https://t.co/0GR0RgN39v,Tue Jun 26 10:04:55 +0000 2018,-0.296,0.0,0.891,0.109,50
@CNN,The US is cracking down on North Korea's army of overseas workers https://t.co/ByceUDIdz2 https://t.co/5hFv9gPGxt,Tue Jun 26 09:53:35 +0000 2018,0.0,0.0,1.0,0.0,51
